domainname,choicesequence,choice,choicedesc,choiceobsolete
taxonomic_subgroup,3586,Vitrandic Palexerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3587,Vitrandic Petrocalcids,,Yes
taxonomic_subgroup,3588,Vitrandic Petrocambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3589,Vitrandic Petrogypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3590,Vitrandic Torrifluvents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3591,Vitrandic Torriorthents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3592,Vitrandic Torripsamments,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3593,Vitrandic Troporthents,,Yes
taxonomic_subgroup,3594,Vitrandic Udifluvents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3595,Vitrandic Udorthents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3596,Vitrandic Umbriturbels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3597,Vitrandic Umbrorthels,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3598,Vitrandic Ustochrepts,,Yes
taxonomic_subgroup,3599,Vitrandic Ustorthents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3600,Vitrandic Xerochrepts,,Yes
taxonomic_subgroup,3601,Vitrandic Xerofluvents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3602,Vitrandic Xeropsamments,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3603,Vitrandic Xerorthents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3604,Vitrandic Xerumbrepts,,Yes
taxonomic_subgroup,3605,Vitric Duritorrands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3606,Vitric Fulvicryands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3607,Vitric Haplocryands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3608,Vitric Haploxerands,,Yes
taxonomic_subgroup,3609,Vitric Hapludands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3610,Vitric Haplustands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3611,Vitric Melanocryands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3612,Vitric Melanudands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3613,Vitric Placudands,,Yes
taxonomic_subgroup,3614,Vitritorrandic Argiustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3615,Vitritorrandic Argixerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3616,Vitritorrandic Durixerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3617,Vitritorrandic Haploxerolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3618,Vitritorrandic Haplustolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3619,Vitritorrandic Ustorthents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3620,Vitrixerandic Aquicambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3621,Vitrixerandic Argicryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3622,Vitrixerandic Argidurids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3623,Vitrixerandic Argigypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3624,Vitrixerandic Calciargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3625,Vitrixerandic Calcicryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3626,Vitrixerandic Calcigypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3627,Vitrixerandic Camborthids,,Yes
taxonomic_subgroup,3628,Vitrixerandic Durargids,,Yes
taxonomic_subgroup,3629,Vitrixerandic Durorthids,,Yes
taxonomic_subgroup,3630,Vitrixerandic Dystrocryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3631,Vitrixerandic Gypsiargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3632,Vitrixerandic Gypsicryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3633,Vitrixerandic Haplargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3634,Vitrixerandic Haplocalcids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3635,Vitrixerandic Haplocambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3636,Vitrixerandic Haplocryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3637,Vitrixerandic Haplocryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3638,Vitrixerandic Haplodurids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3639,Vitrixerandic Haplogypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3640,Vitrixerandic Humicryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3641,Vitrixerandic Natrargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3642,Vitrixerandic Natridurids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3643,Vitrixerandic Natrigypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3644,Vitrixerandic Paleargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3645,Vitrixerandic Petrocalcids,,Yes
taxonomic_subgroup,3646,Vitrixerandic Petrocambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3647,Vitrixerandic Petrogypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3648,Vitrixerandic Torrifluvents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3649,Vitrustandic,,Yes
taxonomic_subgroup,3650,Xanthic Acroperox,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3651,Xanthic Acrudox,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3652,Xanthic Acrustox,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3653,Xanthic Eutroperox,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3654,Xanthic Eutrudox,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3655,Xanthic Eutrustox,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3656,Xanthic Haploperox,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3657,Xanthic Hapludox,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3658,Xanthic Haplustox,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3659,Xanthic Kandiperox,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3660,Xanthic Kandiudox,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3661,Xanthic Kandiustox,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3662,Xeralfic Haplargids,,Yes
taxonomic_subgroup,3663,Xeralfic Paleargids,,Yes
taxonomic_subgroup,3664,Xeralfic Paleorthids,,Yes
taxonomic_subgroup,3665,Xeralfic Petrocalcids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3666,Xerarents,,Yes
taxonomic_subgroup,3667,Xereptic Haplodurids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3668,Xereptic Petrocryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3669,Xerertic Argialbolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3670,Xerertic Calciargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3671,Xerertic Camborthids,,Yes
taxonomic_subgroup,3672,Xerertic Haplargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3673,Xerertic Haplocambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3674,Xerertic Natrargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3675,Xerertic Torriorthents,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3676,Xeric Aquicambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3677,Xeric Argialbolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3678,Xeric Argicryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3679,Xeric Argicryolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3680,Xeric Argidurids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3681,Xeric Argigypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3682,Xeric Calciargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3683,Xeric Calcicryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3684,Xeric Calcicryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3685,Xeric Calcicryolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3686,Xeric Calcigypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3687,Xeric Durandepts,,Yes
taxonomic_subgroup,3688,Xeric Duraquerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3689,Xeric Dystrocryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3690,Xeric Endoaquerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3691,Xeric Epiaquerts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3692,Xeric Eutrocryepts,,Yes
taxonomic_subgroup,3693,Xeric Glossocryalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3694,Xeric Gypsiargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3695,Xeric Haplargids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3696,Xeric Haplocalcids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3697,Xeric Haplocambids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3698,Xeric Haplocryalfs,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3699,Xeric Haplocryands,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3700,Xeric Haplocryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3701,Xeric Haplocryids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3702,Xeric Haplocryolls,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3703,Xeric Haplodurids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3704,Xeric Haplogypsids,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3705,Xeric Haplohumults,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3706,Xeric Humicryepts,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3707,Xeric Kandihumults,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
taxonomic_subgroup,3708,Xeric Kanhaplohumults,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
