tabphyname,colsequence,colphyname,collogname,collabel,logicaldatatype,notnull,fieldsize,precision,minimum,maximum,uom,domainname,coldesc
sacatalog,9,tabcertstatusdesc,tabular_cert_status_desc,Tabular Certification Status Description,Vtext,No,NA,NA,NA,NA,,,Narrative text notes (metadata) associated with the assignment of the tabular data certification status for a particular soil survey area.
sacatalog,10,fgdcmetadata,fgdc_metadata,FGDC Metadata,Vtext,Yes,NA,NA,NA,NA,,,"The FGDC (Federal Geographic Data Committee) spatial and/or tabular metadata for the corresponding soil survey area, in XML format."
sacatalog,11,sacatalogkey,survey_area_catalog_key,Survey Area Catalog Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Survey Area Catalog table.
sainterp,1,areasymbol,area_symbol,Area Symbol,String,Yes,20,NA,NA,NA,,,"A symbol that uniquely identifies a single occurrence of a particular type of area (e.g. Lancaster Co., Nebraska is NE109)."
sainterp,2,interpname,interp_name,Interpretation Name,String,Yes,60,NA,NA,NA,,,The connotative name of an interpretation.
sainterp,3,interptype,interp_type,Interpretation Type,Choice,Yes,254,NA,NA,NA,,rule_design,"Indicates if the corresponding interpretation is designed as a limitation, suitability or class."
sainterp,4,interpdesc,interp_description,Interpretation Description,Vtext,No,NA,NA,NA,NA,,,A narrative text description of the logic used to generate an interpretation.
sainterp,5,interpdesigndate,interp_design_date,Interpretation Design Date,Date/Time,Yes,NA,NA,NA,NA,,,The date and time that the logic of an interpretation was last modified.
sainterp,6,interpgendate,interp_generation_date,Interpretation Generation Date,Date/Time,Yes,NA,NA,NA,NA,,,The date and time that the corresponding interpretive results for this interpretation were generated.
sainterp,7,interpmaxreasons,interp_max_reasons,Interpretation Maximum Reasons,Integer,No,NA,NA,0,NA,,,The maximum number of reasons reported for the corresponding soil interpretation.
sainterp,8,sacatalogkey,survey_area_catalog_key,Survey Area Catalog Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Survey Area Catalog table.
sainterp,9,sainterpkey,survey_area_interp_key,Survey Area Interpretation Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Survey Area Interpretation table.
sapolygon,1,areasymbol,area_symbol,Area Symbol,String,Yes,20,NA,NA,NA,,,"A symbol that uniquely identifies a single occurrence of a particular type of area (e.g. Lancaster Co., Nebraska is NE109)."
sapolygon,2,spatialversion,spatial_version,Spatial Version,Integer,Yes,NA,NA,NA,NA,,,A sequential integer number used to denote the serial version of the spatial data for a soil survey area.
sapolygon,3,lkey,legend_key,Legend Key,String,Yes,30,NA,NA,NA,,,A non-connotative string of characters used to uniquely identify a record in the Legend table.
sdvalgorithm,1,algorithmsequence,algorithm_sequence,Algorithm Sequence,Integer,Yes,NA,NA,NA,NA,,,An integer number used to order the list of valid aggregation methods.
sdvalgorithm,2,algorithmname,algorithm_name,Algorithm Name,String,Yes,50,NA,NA,NA,,algorithm,"The name of a method by which a soil property or interpretation may be aggregated.  In some table contexts, the default aggregation method for the corresponding soil attribute."
sdvalgorithm,3,algorithminitials,algorithm_initials,Algorithm Initials,String,Yes,3,NA,NA,NA,,,Initials that identify an aggregation method.
sdvalgorithm,4,algorithmdescription,algorithm_description,Algorithm Description,Vtext,Yes,NA,NA,NA,NA,,,A narrative description of an aggregation method.
sdvattribute,1,attributekey,attribute_key,Attribute Key,Integer,Yes,NA,NA,1,NA,,,A integer value that uniquely identifies a soil attribute available in the Soil Data Viewer application.
sdvattribute,2,attributename,attribute_name,Attribute Name,String,Yes,60,NA,NA,NA,,,The connotative name of the corresponding soil attribute.
sdvattribute,3,attributetablename,attribute_table_name,Attribute Table Name,String,Yes,30,NA,NA,NA,,,The name of the SSURGO table that contains the corresponding soil attribute.
sdvattribute,4,attributecolumnname,attribute_column_name,Attribute Column Name,String,Yes,30,NA,NA,NA,,,The name of the SSURGO table column that contains the corresponding soil attribute.
sdvattribute,5,attributelogicaldatatype,attribute_logical_data_type,Attribute Logical Data Type,String,Yes,20,NA,NA,NA,,sdv_attribute_logical_data_type,The logical data type of the corresponding soil attribute.
sdvattribute,6,attributefieldsize,attribute_field_size,Attribute Field Size,Integer,No,NA,NA,1,255,,,The maximum allowable number of characters in a string attribute.
sdvattribute,7,attributeprecision,attribute_precision,Attribute Precision,Integer,No,NA,NA,1,6,,,The decimal precision of the corresponding soil attribute.
sdvattribute,8,attributedescription,attribute_description,Attribute Description,Vtext,Yes,NA,NA,NA,NA,,,A narrative description of the corresponding soil attribute.
sdvattribute,9,attributeuom,attribute_uom,Attribute Units of Measure,String,No,60,NA,NA,NA,,,The units of measure in which the corresponding soil attribute is recorded.
sdvattribute,10,attributeuomabbrev,attribute_uom_abbreviation,Attribute Units of Measure Abbreviation,String,No,30,NA,NA,NA,,,The abbreviated form of the units of measure in which the corresponding soil attribute is recorded.
sdvattribute,11,attributetype,attribute_type,Attribute Type,String,Yes,20,NA,NA,NA,,attributetype,A string that indicates if the corresponding Soil Data Viewer rule pertains to an intrinsic soil property or a soil interpretation.
sdvattribute,12,nasisrulename,nasis_rule_name,NASIS Rule Name,String,No,60,NA,NA,NA,,,A name that uniquely identifies a particular NASIS rule (interpretation).
sdvattribute,13,ruledesign,rule_design,Rule Design,Integer,No,NA,NA,NA,NA,,rule_design,"An indicator of the design scheme of the rule.

1 = limitation
2 = suitability
3 = class

When rule design is either ""limitation"" or ""suitability"", this entry provides an indication of which end of the fuzzy value range, 0 or 1, represents the most limiting features.  When rule design is ""class"", the rating values are not considered to be logically ordered.

Most non-class interpretive rules are designed such that the most limiting features are those with a fuzzy value closest to 1.  However, non-class interpretive rules that are designed to evaluate the favorable features of a soil, such as the suitability as a gravel source, may be written such that the most limiting features are those with a fuzzy value closest to 0."
sdvattribute,14,notratedphrase,not_rated_phrase,Not Rated Phrase,String,No,254,NA,NA,NA,,,"For a soil interpretation, the phrase to be used when a rating cannot be determined.  The default value for this string is ""Not rated"", but NASIS permits the designer of an interpretation to change this default."
sdvattribute,15,mapunitlevelattribflag,mapunit_level_attribute_flag,Map Unit Level Attribute Flag,Boolean,Yes,NA,NA,NA,NA,,,"Indicates if the corresponding attribute is considered to be ""at the map unit level"", in the map unit table hierarchy."
sdvattribute,16,complevelattribflag,comp_level_attribute_flag,Component Level Attribute Flag,Boolean,Yes,NA,NA,NA,NA,,,"Indicates if the corresponding attribute is considered to be ""at the component level"", in the map unit table hierarchy."
sdvattribute,17,cmonthlevelattribflag,cmonth_level_attribute_flag,Component Month Level Attribute Flag,Boolean,Yes,NA,NA,NA,NA,,,"Indicates if the corresponding attribute is considered to be ""at the component month level"", in the map unit table hierarchy."
sdvattribute,18,horzlevelattribflag,horz_level_attribute_flag,Horizon Level Attribute Flag,Boolean,Yes,NA,NA,NA,NA,,,"Indicates if the corresponding attribute is considered to be ""at the horizon level"", in the map unit table hierarchy."
sdvattribute,19,tiebreakdomainname,tie_break_domain_name,Tie Break Domain Name,String,No,40,NA,NA,NA,,,"In some cases the column that is being aggregated to the map unit level corresponds to an attribute whose values are restricted to a ranked domain.  In this case, this rank value is used to resolve ties.  In order to be able to retrieve this rank value, the corresonding domain name must be provided."
sdvattribute,20,tiebreakruleoptionflag,tie_break_rule_option_flag,Tie Break Rule Option Flag,Boolean,Yes,NA,NA,NA,NA,,,"For intrinsic soil properties, whether ties should select the lowest or highest value may be an arbitrary decision.  In such a case, this flag can be set, and in advanced mode the user can then specify at run time whether the lowest or highest value should be selected in case of a tie."
sdvattribute,21,tiebreaklowlabel,tie_break_low_label,Tie Break Low Label,String,No,20,NA,NA,NA,,,The term to be displayed for the option to break ties by selecting the lowest value.
sdvattribute,22,tiebreakhighlabel,tie_break_high_label,Tie Break High Label,String,No,20,NA,NA,NA,,,The term to be displayed for the option to break ties by selecting the highest value.
sdvattribute,23,tiebreakrule,tie_break_rule,Tie Break Rule,Integer,Yes,NA,NA,NA,NA,,tiebreakrule,Indicates if ties should be broken by selecting the lowest value (-1) or the highest value (1).
sdvattribute,24,resultcolumnname,result_column_name,Result Column Name,String,Yes,10,NA,NA,NA,,,The name of the column in which the results of the aggreation process are ultimately stored.
sdvattribute,25,sqlwhereclause,sql_where_clause,SQL Where Clause,String,No,255,NA,NA,NA,,,Explicit constraints used to restrict which records in a table are subject to being aggregated.  One of several possible mechanisms for specifying constraints as to which records are subject to being aggregated.  Multiple constraint mechanisms may be concurrently specified.
sdvattribute,26,primaryconcolname,primary_con_col_name,Primary Constraint Column Name,String,No,30,NA,NA,NA,,,The name of a column used to constrain which records in a table are subject to being aggregated.  One of several possible mechanisms for specifying constraints as to which records are subject to being aggregated.  Multiple constraint mechanisms may be concurrently specified.
sdvattribute,27,pcclogicaldatatype,pcc_logical_data_type,Primary Constraint Column Logical Data Type,String,No,20,NA,NA,NA,,sdv_attribute_logical_data_type,The logical data type of the corresponding primary constraint column.
sdvattribute,28,primaryconstraintlabel,primary_constraint_label,Primary Constraint Label,String,No,30,NA,NA,NA,,,A connotative label associated with a column used to constrain which records in a table are subject to being aggregated.  This label is displayed in the Soil Data Viewer interface to indicate to the user what kind of constraining value is being requested.
